model,dataset,K,seed,device,phase,prep_seconds,umap_seconds,train_seconds,total_seconds,prep_minutes,umap_minutes,train_minutes,total_minutes,mode,embedding_dim_before,embedding_dim_after,umap_enabled,umap_n_neighbors,umap_cache_hit
Fast_topic_avec_UMAP,AGNews,100,42,cuda,train,0.0,0.0,158.7839111840001,158.84043070000007,0.0,0.0,2.6463985197333346,2.647340511666668,bow_avg,200,64,True,15,True
