model,dataset,K,seed,device,phase,prep_seconds,umap_seconds,train_seconds,total_seconds,prep_minutes,umap_minutes,train_minutes,total_minutes,mode,embedding_dim_before,embedding_dim_after,umap_enabled,umap_n_neighbors,umap_cache_hit
Fast_topic_avec_UMAP,AGNews,50,42,cuda,train,0.0,0.0,158.89742499699992,158.93355766700006,0.0,0.0,2.6482904166166654,2.6488926277833342,bow_avg,200,64,True,15,True
