model,dataset,K,seed,device,phase,train_seconds,total_seconds,train_minutes,total_minutes,epochs_cfg,epochs_ran,amp_requested,amp,amp_fallback_to_fp32,amp_dtype,early_stopped,best_loss
ECRTM_v2_SPEED,20NG,50,42,cuda,train,1068.2420372760002,1069.1186392169998,17.804033954600005,17.818643986949997,500,500,True,True,False,torch.bfloat16,False,836.5311514871162
