model,dataset,K,seed,device,phase,prep_seconds,umap_seconds,train_seconds,total_seconds,prep_minutes,umap_minutes,train_minutes,total_minutes,embedding_dim_before,embedding_dim_after,umap_enabled,umap_n_neighbors,umap_cache_hit
ECRTM_AVEC_UMAP,IMDB,50,42,cuda,train,0.0,0.0,1891.0498605390003,1891.7531815410002,0.0,0.0,31.517497675650006,31.529219692350004,200,64,True,30,True
