model,dataset,K,seed,device,phase,train_seconds,total_seconds,train_minutes,total_minutes,epochs_cfg,epochs_ran,amp_requested,amp,amp_fallback_to_fp32,amp_dtype,early_stopped,best_loss
ECRTM_v2_SPEED,AGNews,100,42,cuda,train,940.8034825149998,941.3845765679998,15.680058041916663,15.689742942799997,500,500,True,True,False,torch.bfloat16,False,149.43839447021483
