model,dataset,K,seed,device,phase,train_seconds,total_seconds,train_minutes,total_minutes,epochs_cfg,epochs_ran,amp_requested,amp,amp_fallback_to_fp32,amp_dtype,early_stopped,best_loss
ECRTM_v2_SPEED,YahooAnswer,50,42,cuda,train,969.0432534539996,969.6427418439998,16.150720890899994,16.160712364066665,500,500,True,True,False,torch.bfloat16,False,275.555368347168
