model,dataset,K,seed,device,phase,train_seconds,total_seconds,train_minutes,total_minutes,epochs_cfg,epochs_ran,amp_requested,amp,amp_fallback_to_fp32,amp_dtype,early_stopped,best_loss
ECRTM_v2_SPEED,YahooAnswer,100,42,cuda,train,978.9959400180014,979.5874186220008,16.316599000300023,16.326456977033345,500,500,True,True,False,torch.bfloat16,False,302.97694091796876
